age,gender,course,year,parent_education,internet_access,hostel_resident,class_type,weather,study_hours,sleep_hours,travel_time_minutes,attendance,absence_reason,study_sleep_ratio,travel_category
0.2305637413574251,0,0,1,4,1,1,0,2,1.5748522639054523,-0.3587820407223288,0.2449658506649659,1,2,1.452867060555884,1
-0.20718780859021937,2,2,2,3,1,0,0,2,-1.5511846907840583,-1.3305176609216554,-0.039788289167107145,1,2,-1.2979656119416496,1
-0.20718780859021937,2,2,0,4,1,0,0,3,1.6095860078464468,-0.5197796582701459,1.1805865958274917,1,2,1.6216137673207793,2
-1.0826909084855083,1,0,2,4,1,0,0,1,0.8454436411445667,0.1472104715708117,-0.08046745200026044,0,2,0.5172972743579867,1
-1.5204424584331528,2,7,0,0,1,1,0,2,1.4764399894059679,-1.2960181714471233,1.3433032471601047,1,2,2.351219476074994,2
0.2305637413574251,0,4,0,0,1,0,0,4,-1.643808007960044,-1.526014767944005,0.6110783161633455,0,0,-1.4028428533669246,2
1.5438183912003585,0,4,1,2,0,1,0,2,1.540118519964458,0.18745987595776625,1.628057386992178,1,2,1.0412890964352088,2
-1.5204424584331528,2,3,0,2,1,1,0,1,-1.099646019551129,-1.278768426709857,-0.9754090343296329,1,2,-0.7608458103238981,0
1.106066841252714,0,0,2,4,1,0,0,0,-1.4585613736080731,-0.5657789775695223,-0.8126923829970197,1,2,-1.2581264421710971,0
1.106066841252714,1,6,2,0,1,1,0,4,1.2622485684365012,-0.6807772758179634,0.9771907816617252,0,6,1.4302944904349484,2
-0.6449393585378639,0,2,2,2,1,0,0,3,1.0306902754965372,-1.6237633214551799,0.814474130329112,0,5,2.2666605634148023,2
0.6683152913050695,2,5,2,1,1,0,1,0,-0.179201805114773,-1.6697626407545563,-0.6906548944975599,1,2,0.6501267224553475,0
-1.0826909084855083,2,8,2,4,1,0,1,1,1.2159369098485084,-1.3477674056589215,0.3670033391644258,0,2,2.1054944714515487,1
1.106066841252714,1,7,2,2,0,1,0,4,1.3375050136419895,-0.5715288924819448,-0.4059007546654868,1,2,1.4090430824421367,1
0.6683152913050695,2,3,2,1,1,1,0,2,-1.6959086238715357,1.5329399654645264,-1.0160881971627862,1,2,-1.4965906294815032,0
-0.6449393585378639,1,7,0,3,1,0,0,4,-1.5164509468430638,-0.15753501878755669,-0.8126923829970197,0,1,-1.334730753761774,0
-1.5204424584331528,2,0,2,0,1,1,0,0,0.3012816527356516,1.5386898803769482,-0.6906548944975599,1,2,-0.31322917788319815,0
1.5438183912003585,1,0,0,0,1,1,0,2,-1.585918434725053,-1.0487718302129747,-1.0160881971627862,0,0,-1.3570883225355257,0
-0.20718780859021937,1,3,0,2,1,1,0,1,0.49231724441112173,-1.14652038372415,-0.5686174059981,1,2,1.0252867473187626,1
1.5438183912003585,2,2,3,2,1,1,0,1,-0.5381171591717169,-0.5197796582701459,1.6687365498253313,1,2,-0.3965787978112516,2
0.6683152913050695,0,0,0,4,1,1,0,3,0.01762274388419612,-1.1062709793371954,-0.9754090343296329,0,0,0.4548627226317642,0
1.106066841252714,1,7,0,1,1,1,0,3,1.4532841601119715,1.3546926031794424,1.0585491073280318,1,2,0.43378836643578406,2
1.106066841252714,1,6,1,1,1,0,1,4,0.8512325984680656,1.6306885189757012,-0.12114661483341373,1,2,-0.01222007529444588,1
-1.0826909084855083,1,0,3,2,1,1,0,1,-0.48022758593672593,-0.18628459334966682,-0.3245424289991802,1,2,-0.444049610325568,1
-0.6449393585378639,1,0,3,4,1,0,0,2,1.4011835442004796,-0.5255295731825683,1.221265758660645,1,2,1.4306029125085182,2
-0.20718780859021937,2,3,2,3,0,0,0,4,-0.057633701321292044,-1.698512215316667,0.6110783161633455,0,3,0.8487365632888668,2
-0.20718780859021937,1,1,0,1,1,0,0,0,-0.41076009805473696,-0.7957755740664046,0.2449658506649659,1,2,-0.17115745304897853,1
-1.5204424584331528,1,1,2,1,1,1,0,2,1.5343295626409585,-0.9510232767017998,-1.1788048484953995,0,4,1.980198772104366,0
0.2305637413574251,2,8,3,4,1,0,0,4,-1.661174879930541,-0.600278467044055,-1.7076339653263921,1,2,-1.4503831753030207,0
-1.0826909084855083,2,6,1,0,1,1,0,3,0.17971354894217065,-0.6462777863434314,-1.3415214998280125,0,6,0.3450170826835409,0
0.6683152913050695,1,6,1,4,0,0,1,1,1.5227516479939607,1.4351914119533515,1.5466990613258713,1,2,0.44700751574551356,2
0.6683152913050695,0,0,3,4,1,0,0,1,1.5169626906704616,-0.28978306177326413,-1.3008423369948592,1,2,1.3470631695674664,0
1.5438183912003585,0,7,0,4,1,0,0,0,-1.1864803794036154,1.2396943049310019,-0.3652215918323335,0,2,-1.1764796821339665,1
0.6683152913050695,0,1,3,2,1,1,0,3,1.111735678025525,0.9406987294850554,-0.7720132201638664,0,2,0.3694746884742068,0
-0.6449393585378639,1,8,1,0,1,1,0,2,-0.43391592734873313,0.8544500057987243,-1.5855964768269324,1,2,-0.6412834463617141,0
1.5438183912003585,2,4,2,0,1,0,1,0,0.9438559156440512,-0.0540365503639599,0.9771907816617252,1,2,0.7018508764245224,2
-0.20718780859021937,2,0,1,3,1,1,0,2,-1.701697581195035,-1.698512215316667,0.8551532931622653,0,5,-1.4762594312404353,2
-0.6449393585378639,2,6,2,4,1,1,1,3,-1.643808007960044,-1.3305176609216554,-0.5279382431649466,0,1,-1.4111149525204805,1
1.5438183912003585,2,3,3,4,1,1,0,0,-1.0070227023751435,-0.43928084949623736,-0.5686174059981,0,1,-0.8524400834125029,1
-0.6449393585378639,1,0,1,3,1,1,1,2,0.2723368661181562,1.6824377531874997,0.12292836216550602,1,2,-0.36022906866112997,1
-1.5204424584331528,0,6,0,4,1,0,1,1,1.5343295626409585,-1.6525128960172906,-0.8126923829970197,1,2,3.010830970734645,0
-0.20718780859021937,2,6,0,4,1,1,1,1,1.0943688060550276,0.15296038648323415,1.0585491073280318,1,2,0.7108237456285421,2
1.106066841252714,0,5,3,0,1,0,0,1,-1.1170128915216264,-0.5025299135328801,1.221265758660645,0,4,-0.9433834051969541,2
-1.0826909084855083,2,4,3,2,1,0,1,4,-1.0880681049041308,0.5899539198273095,1.5873782241590246,0,4,-1.0583148863966536,2
-0.20718780859021937,0,0,2,4,1,0,0,1,1.3548718856124868,1.6019389444135916,0.7331158046628055,0,1,0.2905270118860315,2
-1.0826909084855083,2,3,0,1,1,1,1,3,0.8454436411445667,0.5497045154403555,1.628057386992178,0,0,0.33860934291886674,2
0.6683152913050695,2,7,3,2,1,0,0,0,0.27812582344165543,-1.2557687670601687,-1.3415214998280125,1,2,0.8706861580524877,0
-0.20718780859021937,0,3,1,1,0,0,0,4,-1.5627626054310566,-1.054521745125397,-0.16182577766656703,1,2,-1.3311131262907567,1
-0.6449393585378639,2,8,0,1,1,0,1,3,-1.22121412334461,0.8142006014117699,0.529719990497039,0,5,-1.170227992650883,1
-1.0826909084855083,0,1,1,1,1,0,1,4,0.24918103682415982,-0.1460351889627128,-1.1788048484953995,0,1,0.16435571049467596,0
0.2305637413574251,1,1,3,1,1,1,1,0,1.2043589952015106,0.40595664262980413,-0.853371545830173,1,2,0.6656407957491725,0
0.6683152913050695,0,0,3,3,1,1,0,4,0.5212620310286173,-1.1120208942496175,1.3433032471601047,0,4,1.0279716570780626,2
1.5438183912003585,2,2,2,3,1,0,0,1,-0.01132204273329925,-1.1177708091620393,-1.2194840113285528,1,2,0.42986331625380375,0
-0.20718780859021937,1,7,2,2,1,1,0,2,1.4590731174354705,1.6019389444135916,0.04157003649919944,0,4,0.35157569946874256,1
-1.0826909084855083,1,3,3,0,1,0,0,0,-1.5569736481075576,-0.882024297752735,-0.7313340573307131,0,6,-1.335234692187049,0
1.106066841252714,0,2,2,1,1,0,0,1,-1.2385809953151072,-0.6060283819564769,-0.2431841033328736,0,0,-1.043166016766543,1
0.6683152913050695,0,5,1,3,1,1,0,1,-0.9201883425226572,-0.600278467044055,-0.12114661483341373,0,6,-0.7377508125284744,1
0.6683152913050695,0,8,0,0,1,0,0,0,-1.6959086238715357,-0.7957755740664046,0.6924366418296521,0,2,-1.4817704854640774,2
-1.5204424584331528,0,8,0,4,0,0,0,4,-0.18499076243827223,1.4984404759899936,-1.544917313993779,1,2,-0.5946930603242124,0
-0.6449393585378639,0,2,0,2,1,0,0,1,-0.37023739679024315,-1.5662641723309596,0.9771907816617252,0,2,0.30351626255922437,2
1.106066841252714,1,7,3,4,0,0,0,2,-1.2501589099621055,-0.847524808278203,1.1399074329943384,0,5,-1.0192281344056215,2
1.106066841252714,1,3,0,0,1,1,0,1,-1.5338178188135612,-1.5375145977688494,-1.6262756396600857,1,2,-1.2568055839603525,0
-0.20718780859021937,2,7,0,3,1,1,0,4,-1.4469834589610746,0.34845749350558386,0.7331158046628055,0,2,-1.3034597400274983,2
1.106066841252714,0,5,3,2,1,0,0,0,-0.15604597582077662,-1.4167663846079863,0.16360752499865933,0,6,0.4697596972250169,1
1.106066841252714,2,6,1,1,0,1,0,2,0.7701871959390785,-0.7267765951173399,0.2042866878318126,1,2,0.9799642918961942,1
-0.20718780859021937,0,7,0,3,1,1,1,1,-1.2327920379916082,1.5501897102017932,0.6924366418296521,0,3,-1.2228119014992604,2
1.5438183912003585,1,8,3,1,1,0,0,0,0.8454436411445667,-1.2557687670601687,0.44836166483073236,1,2,1.545072626357476,1
-0.6449393585378639,0,1,3,1,1,1,0,0,-1.1459576781391219,0.17596004613292238,-1.3008423369948592,0,1,-1.058585970474584,0
-1.0826909084855083,2,6,2,1,1,0,1,2,0.2665479087946573,-1.1522702986365718,0.6924366418296521,1,2,0.7716256014225729,2
0.6683152913050695,2,1,0,0,1,1,1,4,-0.6191625617007043,-1.4397660442576745,0.4890408276638857,0,5,-0.10219848843817615,1
0.6683152913050695,1,8,2,2,1,1,1,3,-1.3312043124910928,-1.3592672354837654,0.7737949674959588,0,1,-1.023989083644924,2
-1.0826909084855083,2,5,3,4,1,0,1,4,0.8628105131150641,1.4006919224788188,-0.9754090343296329,1,2,0.058516876155029214,0
1.106066841252714,0,1,3,3,1,1,1,2,-0.00553308540980028,-0.8015254889788266,1.3433032471601047,0,5,0.24522932020989183,2
-1.0826909084855083,1,0,2,1,1,0,0,4,-0.057633701321292044,0.7394517075502838,-1.3008423369948592,1,2,-0.3598826000644448,0
1.106066841252714,0,8,3,2,1,0,1,4,-0.09815640258578587,-0.514029743357724,-1.6262756396600857,1,2,0.014344877320673199,0
-1.5204424584331528,1,5,3,1,1,1,1,4,-0.8970325132286608,-1.192519703023526,0.6517574789964988,0,4,-0.5483225997008782,2
1.106066841252714,1,0,0,4,1,0,0,1,-0.42812697002523414,-0.9970225960011763,0.3263241763312725,1,2,-0.10081665838849373,1
1.106066841252714,2,7,2,0,1,1,0,4,0.3128595673826498,0.7279518777254389,-1.3822006626611658,1,2,-0.10017803483896232,0
1.106066841252714,2,6,2,4,0,1,0,4,-1.6901196665480367,-0.6865271907303854,-0.8940507086633264,0,6,-1.4772159418620654,0
0.6683152913050695,0,2,3,3,1,1,1,0,1.7022093250224324,-0.7555261696794501,-1.4228798254943191,1,2,1.9406861276085707,0
-0.20718780859021937,2,0,2,3,0,1,0,3,-1.4238276296670782,1.1189460917701393,-0.4059007546654868,1,2,-1.320586008851452,1
0.6683152913050695,2,7,2,0,0,0,0,4,1.5285406053174597,-1.0315220854757088,0.7331158046628055,1,2,2.067631177009236,2
-0.6449393585378639,0,3,2,4,1,0,0,2,1.673264538404937,-0.47378033897076943,-1.2601631741617059,1,2,1.6401128478724167,0
1.106066841252714,1,2,1,0,1,0,1,1,1.6443197517874415,1.2914435391428,1.5873782241590246,1,2,0.5754135620155271,2
0.2305637413574251,0,5,1,2,1,0,0,1,1.424339373494476,-0.2667834021235759,1.5466990613258713,1,2,1.2483804022581948,2
-0.20718780859021937,1,8,3,0,0,1,0,2,0.4517945431466282,-1.1752699582862602,0.2856450134981192,0,6,1.0040514613562626,1
0.2305637413574251,2,5,3,3,1,0,1,1,-0.7407306654941852,1.228194475106158,0.3263241763312725,1,2,-0.8960304031436919,1
0.2305637413574251,0,8,2,0,0,1,0,3,-0.44549384199573133,-0.8360249784533591,-0.9754090343296329,0,4,-0.19007890310863618,0
-1.5204424584331528,2,1,1,0,1,0,0,0,1.2217258671720075,-0.8762743828403132,1.7094157126584846,0,5,1.5704551883127489,2
-1.0826909084855083,2,6,0,4,1,1,1,4,-1.0301785316691399,1.0959464321204504,1.7094157126584846,0,2,-1.0663234151204415,2
-1.0826909084855083,0,5,1,3,0,1,0,1,-1.3717270137555864,-0.0195370608894273,0.3263241763312725,1,2,-1.2219585960907908,1
-1.5204424584331528,2,8,1,2,1,1,0,1,-1.2617368246091036,0.9061992400105228,1.506019898492718,0,2,-1.2037760306289018,2
-0.20718780859021937,2,4,3,2,1,1,1,2,1.4590731174354705,-0.1977844231745112,-1.5855964768269324,0,1,1.228523875928604,0
0.6683152913050695,2,7,2,0,1,1,0,3,-0.10394535990928484,0.4347062171919143,1.221265758660645,0,3,-0.3151627448467416,2
0.6683152913050695,1,1,1,2,1,1,1,4,1.5111737333469621,-0.5255295731825683,0.12292836216550602,1,2,1.5341299218700917,1
-0.20718780859021937,0,2,3,3,0,1,0,3,0.324437482029648,-0.5542791477446785,-0.9347298714964796,1,2,0.4331140980812799,0
1.106066841252714,2,6,1,4,1,1,0,3,-0.237091378349764,-0.4450307644086593,1.221265758660645,0,0,-0.14294475913394453,2
0.2305637413574251,2,2,3,4,1,1,0,2,-0.7986202387291761,0.29670825929378547,-1.1788048484953995,1,2,-0.8065342088483158,0
-1.5204424584331528,0,7,2,0,0,1,0,1,-0.5496950738187151,-0.08853603983849198,-1.2194840113285528,1,2,-0.5287851365454317,0
1.106066841252714,1,2,1,0,1,1,0,3,-0.5844288177597097,-1.5950137468930696,1.3026240843269516,0,0,0.0349416259265473,2
0.2305637413574251,1,6,3,2,0,0,1,2,-0.7580975374646826,-1.2557687670601687,-0.3652215918323335,0,5,-0.36110137079029714,1
0.6683152913050695,0,4,2,4,0,1,0,3,-1.1980582940506137,-1.094771149512351,-1.5855964768269324,1,2,-0.9187852324749926,0
0.2305637413574251,0,5,3,0,1,1,0,1,-1.1691135074331183,0.8142006014117699,-1.3415214998280125,1,2,-1.1347429903786073,0
0.2305637413574251,2,5,0,1,1,0,0,3,0.15655771964817425,-0.23803382756146574,0.2449658506649659,0,1,0.12454446904751598,1
-1.5204424584331528,1,3,1,0,1,1,0,4,0.6949307507335903,-1.1752699582862602,-0.5686174059981,1,2,1.2849327469480787,1
0.2305637413574251,0,4,1,0,1,1,0,1,-1.6553859226070422,-0.06553638018880376,-1.5042381511606258,0,5,-1.454570858684814,0
1.106066841252714,1,4,2,3,1,1,1,1,-0.49180550058372413,0.7797011119372372,0.529719990497039,0,2,-0.6673895414951226,1
-0.6449393585378639,2,6,3,2,1,1,0,0,-0.729152750847187,0.3542074084180058,-1.1788048484953995,0,5,-0.7635741039343058,0
0.2305637413574251,1,6,0,2,1,1,0,4,0.3070706100591508,-1.5317646828564275,-1.0974465228290928,1,2,1.1723803719170067,0
-1.5204424584331528,1,4,0,2,1,0,0,4,0.6544080494690965,-0.47378033897076943,-0.44657991749864007,1,2,0.6950690824563336,1
-0.6449393585378639,1,3,2,4,1,1,0,1,0.7875540679095754,1.6191886891508573,0.5703991533301923,1,2,-0.04635174966524708,2
-0.20718780859021937,1,2,1,2,1,1,0,1,0.19708042091266806,1.3489426882670206,-0.08046745200026044,1,2,-0.33470025218220345,1
1.5438183912003585,0,7,2,4,1,0,0,1,-0.6307404763477025,-1.4627657039073627,0.2449658506649659,1,2,-0.10440776780172539,1
-1.0826909084855083,0,0,0,4,1,1,1,2,1.5343295626409585,-0.2725333170359978,0.5703991533301923,1,2,1.3491709964051843,2
-0.6449393585378639,0,3,2,4,1,0,1,4,-0.7059969215531906,0.4347062171919143,-0.6092965688312533,0,3,-0.7600420697738051,1
-0.20718780859021937,2,8,0,0,0,1,0,0,-0.21972450637926683,-1.186769788111104,1.7094157126584846,0,6,0.235336531697621,2
1.5438183912003585,0,7,3,0,1,0,0,0,0.5444178603226137,-1.1062709793371954,-0.6092965688312533,0,4,1.049091270833704,1
1.106066841252714,1,3,0,3,0,0,0,4,0.49231724441112173,-0.5715288924819448,1.0585491073280318,0,3,0.6029480086755906,2
-1.5204424584331528,0,4,0,3,1,0,1,2,0.09287918908968427,0.29670825929378547,1.221265758660645,0,5,-0.1267741431863158,2
-1.0826909084855083,2,0,0,2,0,1,0,1,-0.8738766839346644,0.31970791894347367,0.7331158046628055,0,6,-0.8673684723032702,2
1.106066841252714,0,5,0,1,1,1,0,3,1.551696434611456,-0.4852801687956138,-0.5686174059981,1,2,1.5372208075884701,1
-1.5204424584331528,1,1,1,1,1,1,0,1,-0.5033834152307223,1.5156902207272605,-1.3822006626611658,0,0,-0.78699813967099,0
1.106066841252714,2,8,2,0,1,0,0,4,0.7065086653805883,-1.1522702986365718,-0.039788289167107145,1,2,1.275829000309279,1
-0.6449393585378639,2,8,3,4,1,1,0,2,-0.31234782355525215,1.2396943049310019,1.506019898492718,1,2,-0.6291644762397718,2
1.5438183912003585,1,0,3,1,0,1,0,0,-1.099646019551129,0.6072036645645763,1.3433032471601047,0,4,-1.068258079058061,2
-0.6449393585378639,0,0,0,2,1,1,0,0,-1.0301785316691399,0.8084506864993479,-0.6092965688312533,0,4,-1.0395497189094738,1
-0.20718780859021937,0,4,1,1,1,1,0,0,-0.7638864947881816,0.23920911016956464,-0.8940507086633264,1,2,-0.7701288874732592,0
0.6683152913050695,1,5,3,0,1,0,0,3,-1.3312043124910928,1.4006919224788188,-0.7720132201638664,0,0,-1.2745050839843324,0
-1.0826909084855083,1,5,0,4,1,1,1,0,0.50389515905812,-0.5542791477446785,-1.2601631741617059,1,2,0.6034225580227643,0
0.2305637413574251,2,2,2,2,0,0,0,0,1.366449800259485,0.7797011119372372,0.16360752499865933,0,0,0.6073148352318942,1
0.2305637413574251,0,6,1,4,1,1,1,3,0.4286387138526318,0.8946994101856789,-1.0974465228290928,0,2,-0.07056097616881987,0
1.106066841252714,2,2,0,2,1,0,0,1,0.9612227876145486,-1.698512215316667,-1.1381256856622461,1,2,2.2895791514478714,0
1.5438183912003585,0,3,0,1,1,1,0,4,-0.2544582503202614,-1.267268596885013,-0.8126923829970197,0,4,0.24488504437357042,0
0.6683152913050695,0,6,1,0,0,1,0,0,-0.7465196228176844,-1.5720140872433814,-0.6092965688312533,1,2,-0.19700666605253464,1
-0.20718780859021937,2,7,0,2,1,0,1,2,-1.0359674889926391,0.3657072382428501,-1.0567673599959395,1,2,-0.9958180468420509,0
-0.20718780859021937,1,5,0,0,1,1,1,1,0.44600558582312894,-1.094771149512351,-1.5042381511606258,0,4,0.9284718590688362,0
-0.20718780859021937,0,1,2,2,1,1,0,3,-1.6669638372540403,-0.0712862951012262,1.3433032471601047,1,2,-1.4641280461425468,2
1.106066841252714,1,6,3,1,1,0,1,0,-1.3080484831970964,0.17596004613292238,1.221265758660645,1,2,-1.185724403023885,2
-0.6449393585378639,1,2,2,0,1,1,0,4,0.990167574232044,0.29670825929378547,1.1805865958274917,1,2,0.5573999488760871,2
-1.0826909084855083,2,0,2,1,1,0,1,2,1.0480571474670348,1.153445581244671,0.3263241763312725,1,2,0.25155000428056323,1
-0.6449393585378639,1,1,0,0,1,1,1,3,0.6775638787630929,0.7624513671999714,0.9365116188285719,1,2,0.14070315444383608,2
-1.5204424584331528,0,8,1,1,1,1,1,4,-0.8622987692876662,-0.2725333170359978,-0.4872590803317934,0,1,-0.7548617530050709,1
-1.5204424584331528,0,3,2,0,1,0,0,2,-0.1907797197617712,1.124696006682561,-1.3008423369948592,1,2,-0.5315506979443051,0
-1.5204424584331528,2,5,0,2,1,1,0,3,-1.2501589099621055,1.2971934540552221,0.8958324559954186,0,4,-1.2195956567254729,2
1.106066841252714,0,7,2,2,1,0,0,3,0.3881160125881382,-0.19203450826208926,-0.3245424289991802,1,2,0.30391060640266737,1
0.6683152913050695,2,8,0,3,0,0,0,4,0.1334018903541781,-0.5657789775695223,1.2619449214937983,1,2,0.2576853602557157,2
0.6683152913050695,2,8,1,1,1,1,0,0,1.2911933550539967,-0.31853263633537426,1.0585491073280318,0,6,1.1685717838767231,2
-0.20718780859021937,2,1,2,4,1,0,0,2,0.9264890436735538,-1.520264853031583,-0.3652215918323335,0,0,1.9738983935288537,1
0.6683152913050695,2,3,3,2,1,1,1,4,-0.8044091960526752,1.216694645281314,1.3026240843269516,1,2,-0.9347150215031617,2
-1.0826909084855083,1,3,0,2,0,0,1,1,-1.481717202902069,-0.31853263633537426,-0.853371545830173,1,2,-1.2959513434948127,0
1.5438183912003585,1,7,2,4,0,1,1,4,-0.06921161596829024,1.314443198792489,-0.6499757316644066,1,2,-0.4914723954234504,1
0.2305637413574251,0,3,2,1,1,1,0,2,0.6833528360865919,-1.6755125556669788,0.2856450134981192,1,2,1.8633165742303204,1
1.5438183912003585,0,0,0,1,1,1,0,3,-0.40497114073123774,-0.2322839126490433,1.3433032471601047,0,6,-0.3656925040843553,2
-1.0826909084855083,2,6,2,2,1,0,1,1,1.7022093250224324,0.8487000908863024,0.8958324559954186,1,2,0.8043514683021448,2
-0.20718780859021937,2,4,0,1,1,1,0,0,0.3302264393531472,-1.3420174907464997,-1.1381256856622461,0,5,1.011139226804652,0
0.6683152913050695,1,6,2,1,1,1,0,0,1.5343295626409585,-1.6007636618054917,0.8958324559954186,0,6,2.914490046691074,2
-0.20718780859021937,1,3,0,4,1,1,0,3,1.3722387575829844,-1.6237633214551799,-0.4059007546654868,0,0,2.734684312557252,1
-0.20718780859021937,1,4,0,3,1,1,0,1,0.09287918908968427,0.4864554514037132,-0.039788289167107145,0,1,-0.18515048470309067,1
-1.0826909084855083,0,2,0,2,1,1,0,3,1.4069725015239787,-0.8245251486285148,-0.7313340573307131,0,4,1.7112644200608997,0
-0.20718780859021937,0,2,1,2,1,1,0,3,-0.02289995738029745,0.8257004312366137,1.221265758660645,0,0,-0.35682588599546394,2
-1.0826909084855083,1,2,0,4,1,1,0,0,1.0422681901435358,-0.4507806793210812,0.3263241763312725,0,5,1.0383162730817486,1
-0.6449393585378639,2,1,1,3,1,1,1,3,0.11603501838368067,-1.1005210644247736,-1.6669548024932388,0,5,0.5617880104153109,0
0.6683152913050695,1,3,3,1,0,1,0,4,1.1406804646430204,0.377207068067694,0.0008908736660461487,1,2,0.632202445815374,1
0.6683152913050695,0,2,3,3,1,0,0,2,0.7122976227040873,-0.38753161528443897,-1.0567673599959395,0,4,0.6951537759397555,0
0.2305637413574251,2,1,3,2,1,1,0,4,-0.5091723725542215,-0.08278612492607006,1.383982409993258,1,2,-0.4963572969038679,2
-0.6449393585378639,1,7,1,4,0,1,0,3,-0.6538963056416988,-0.47378033897076943,1.628057386992178,0,4,-0.5184530254075007,2
1.5438183912003585,2,7,0,3,1,0,0,1,0.9554338302910492,1.0729467724707629,-1.7076339653263921,1,2,0.2195479822290554,0
-1.5204424584331528,2,0,1,0,1,0,0,4,1.6153749651699463,-1.6582628109297124,0.12292836216550602,1,2,3.134464602073851,1
-0.6449393585378639,2,8,0,0,1,1,0,1,-0.37602635411374236,-1.4455159591700963,0.6110783161633455,1,2,0.21116371802850734,2
-1.5204424584331528,1,1,0,1,1,0,0,0,1.2390927391425048,-1.6180134065427578,-0.9754090343296329,1,2,2.5425452649371496,0
-0.6449393585378639,0,2,1,4,1,1,1,1,0.2723368661181562,-0.2552835722987315,0.3263241763312725,1,2,0.23322095059263773,1
1.5438183912003585,1,3,2,3,1,1,0,4,1.3838166722299823,0.9809481338720099,0.9365116188285719,1,2,0.5334771406555562,2
-0.6449393585378639,0,0,3,3,1,0,0,4,1.540118519964458,0.883199580360835,-1.3415214998280125,1,2,0.6792115897152676,0
